										[ it-pron be-v	31217 ]										
										[ very-adv that-that	43 ]										
										[ war-n that-that	43 ]										
										[ way-n to-to go-v	43 ]										
										[ advice-n be-v	42 ]										
										[ also-adv claim-ed	42 ]										
										[ be-v a-_ member-n	42 ]										
										[ be-v able-adj to-to take-v	42 ]										
										[ be-v adamant-adj that-that	42 ]										
										[ be-v big-adj	42 ]										
										[ be-v concern-ed	42 ]										
										[ be-v easy-adj to-to see-v	42 ]										
										[ be-v imperative-adj that-that	42 ]										
										[ be-v inconsistent-adj	42 ]										
										[ be-v insufficient-adj	42 ]										
										[ be-v new-adj	42 ]										
										[ be-v of-of the-_ opinion-n	42 ]										
										[ be-v understandable-adj	42 ]										
										[ be-v vulnerable-adj	42 ]										
										[ be-v worthy-adj	42 ]										
										[ board-n be-v	42 ]										
										[ book-n be-ed	42 ]										
										[ change-n be-ed	42 ]										
										[ course-n be-ed	42 ]										
										[ court-n be-v	42 ]										
										[ do-v the-_ same-adj	42 ]										
										[ get-v hold-n	42 ]										
										[ get-v together-adv	42 ]										
										[ go-v round-adj	42 ]										
										[ have-v a-_ word-n	42 ]										
										[ have-v to-to leave-v	42 ]										
										[ house-n of-of lords-n hold-ed that-that	42 ]										
										[ important-adj to-to ensure-v	42 ]										
										[ irony-n be-v	42 ]										
										[ it-pron '-_ call-ed	42 ]										
										[ it-pron ,-, ``-` say-ed	42 ]										
										[ it-pron be-_ suppose-ed	42 ]										
										[ it-pron be-ed essential-adj	42 ]										
										[ it-pron be-ed perhaps-adv	42 ]										
										[ it-pron be-v also-adv clear-adj	42 ]										
										[ it-pron be-v imperative-adj that-that	42 ]										
										[ it-pron do-_ not-_ follow-v that-that	42 ]										
										[ it-pron have-_ do-ed	42 ]										
										[ it-pron is-v	42 ]										
										[ it-pron prove-ed	42 ]										
										[ it-pron remain-ed	42 ]										
										[ just-adv hope-v	42 ]										
										[ later-adv that-_ day-n	42 ]										
										[ lords-n hold-ed that-that	42 ]										
										[ make-v it-pron possible-adj	42 ]										
										[ matter-n of-of fact-n	42 ]										
										[ need-v to-to be-v aware-adj	42 ]										
										[ need-v to-to go-v	42 ]										
										[ need-v to-to take-v	42 ]										
										[ now-adv ,-, be-v	42 ]										
										[ particular-adj that-that	42 ]										
										[ piece-n of-of paper-n	42 ]										
										[ power-n be-ed	42 ]										
										[ pretence-n that-that	42 ]										
										[ rate-n of-of interest-n	42 ]										
										[ recognise-v that-that there-e be-v	42 ]										
										[ report-n say-ed	42 ]										
										[ shame-n that-that	42 ]										
										[ side-n be-v	42 ]										
										[ still-adv remain-v	42 ]										
										[ study-n suggest-v	42 ]										
										[ sum-v up-adv	42 ]										
										[ team-n be-ed	42 ]										
										[ then-adv say-ed	42 ]										
										[ think-v there-e be-ed	42 ]										
										[ thus-adv it-pron be-v	42 ]										
										[ unemployment-n be-v	42 ]										
										[ up-adv there-adv	42 ]										
										[ way-n ,-, that-that	42 ]										
										[ way-n to-to get-v	42 ]										
										[ allegation-n that-that	41 ]										
										[ america-n be-v	41 ]										
										[ amount-n of-of time-n	41 ]										
										[ be-v almost-_ certain-adj	41 ]										
										[ be-v alright-adv	41 ]										
										[ be-v an-_ indication-n	41 ]										
										[ be-v ironic-adj that-that	41 ]										
										[ be-v located-adj	41 ]										
										[ be-v no-adv	41 ]										
										[ be-v not-adv to-to suggest-v	41 ]										
										[ be-v notable-adj that-that	41 ]										
										[ be-v real-adj	41 ]										
										[ be-v serious-adj	41 ]										
										[ be-v that-that the-_ government-n	41 ]										
										[ be-v unfair-adj	41 ]										
										[ be-v weak-adj	41 ]										
										[ become-v involve-ed	41 ]										
										[ britain-n have-v	41 ]										
										[ building-n be-ed	41 ]										
										[ come-v forward-adv	41 ]										
										[ common-n that-that	41 ]										
										[ continue-v to-to do-v	41 ]										
										[ date-n be-v	41 ]										
										[ demand-n be-v	41 ]										
										[ disappointment-n that-that	41 ]										
										[ everyone-n know-ed	41 ]										
										[ face-n that-that	41 ]										
										[ feel-v that-that there-e be-v	41 ]										
										[ have-v a-_ responsibility-n	41 ]										
										[ have-v to-to be-_ do-ed	41 ]										
										[ individual-n be-v	41 ]										
										[ it-pron '-v unlikely-adj that-that	41 ]										
										[ it-pron '-v very-_ important-adj	41 ]										
										[ it-pron argue-v	41 ]										
										[ it-pron be-ed natural-adj	41 ]										
										[ it-pron be-ed simply-adv	41 ]										
										[ it-pron be-v for-for this-_ reason-n that-that	41 ]										
										[ it-pron be-v ironic-adj that-that	41 ]										
										[ it-pron be-v notable-adj that-that	41 ]										
										[ it-pron be-v quite-_ clear-adj	41 ]										
										[ it-pron be-v something-n	41 ]										
										[ it-pron have-_ happen-ed	41 ]										
										[ it-pron may-_ be-v possible-adj	41 ]										
										[ it-pron must-_ be-_ stress-ed	41 ]										
										[ it-pron quite-_ clear-adj	41 ]										
										[ it-pron state-v	41 ]										
										[ it-pron would-_ be-v a-_ mistake-n	41 ]										
										[ labour-n be-v	41 ]										
										[ let-v you-pron know-v	41 ]										
										[ meeting-n be-ed	41 ]										
										[ memory-n be-v	41 ]										
										[ movement-n be-v	41 ]										
										[ never-adv do-ed	41 ]										
										[ not-adv that-that	41 ]										
										[ now-adv ,-, that-that	41 ]										
										[ only-adv know-v	41 ]										
										[ part-n that-that	41 ]										
										[ plan-n be-ed	41 ]										
										[ probably-adv that-that	41 ]										
										[ promise-n that-that	41 ]										
										[ proviso-n that-that	41 ]										
										[ realise-v that-that there-e be-v	41 ]										
										[ run-v out-adv	41 ]										
										[ seem-v probable-adj	41 ]										
										[ set-v off-adv	41 ]										
										[ solve-v the-_ problem-n	41 ]										
										[ support-v the-_ view-n	41 ]										
										[ then-adv come-ed	41 ]										
										[ think-v ,-, that-that	41 ]										
										[ try-v that-that	41 ]										
										[ want-v to-to look-v	41 ]										
										[ account-n be-v	40 ]										
										[ already-adv that-that	40 ]										
										[ also-adv point-v out-adv that-that	40 ]										
										[ alternative-n be-v	40 ]										
										[ answer-v that-that	40 ]										
										[ be-v a-_ kind-n	40 ]										
										[ be-v a-_ man-n	40 ]										
										[ be-v a-_ way-n	40 ]										
										[ be-v all-det that-that	40 ]										
										[ be-v also-adv worth-adj	40 ]										
										[ be-v certain-adj be-v	40 ]										
										[ be-v in-in line-n	40 ]										
										[ be-v no-_ accident-n	40 ]										
										[ be-v none-n	40 ]										
										[ be-v not-adv the-_ same-adj	40 ]										
										[ be-v of-of the-_ opinion-n that-that	40 ]										
										[ be-v particularly-_ important-adj	40 ]										
										[ be-v proof-n	40 ]										
										[ be-v sensible-adj	40 ]										
										[ be-v specific-adj	40 ]										
										[ be-v that-that most-adj	40 ]										
										[ be-v the-_ point-n	40 ]										
										[ be-v to-to look-v	40 ]										
										[ be-v true-adj to-to say-v	40 ]										
										[ be-v you-pron go-ing	40 ]										
										[ believe-v it-pron be-v	40 ]										
										[ bring-v back-adv	40 ]										
										[ bring-v up-adv	40 ]										
										[ child-n be-ed	40 ]										
										[ commission-n that-that	40 ]										
										[ committee-n be-ed	40 ]										
										[ conclusion-n be-ed	40 ]										
										[ context-n be-v	40 ]										
										[ department-n of-of transport-n	40 ]										
										[ difference-n be-ed that-that	40 ]										
										[ english-n be-v	40 ]										
										[ er-n ,-, that-that	40 ]										
										[ everyone-n else-adv	40 ]										
										[ everyone-n have-v	40 ]										
										[ evidence-n be-v that-that	40 ]										
										[ faith-n that-that	40 ]										
										[ find-v a-_ way-n	40 ]										
										[ game-n be-ed	40 ]										
										[ go-v so-_ far-adv	40 ]										
										[ have-v you-pron see-ed	40 ]										
										[ hope-v that-that the-_ minister-n	40 ]										
										[ important-adj to-to ensure-v that-that	40 ]										
										[ intense-adj that-that	40 ]										
										[ investment-n be-v	40 ]										
										[ it-pron ,-, so-_ that-that	40 ]										
										[ it-pron be-_ fear-ed that-that	40 ]										
										[ it-pron be-_ often-_ say-ed that-that	40 ]										
										[ it-pron be-_ recognize-ed	40 ]										
										[ it-pron be-ing	40 ]										
										[ it-pron conclude-ed	40 ]										
										[ it-pron do-_ n't-_ take-v	40 ]										
										[ it-pron do-_ not-_ have-v	40 ]										
										[ it-pron make-v sense-n	40 ]										
										[ it-pron might-_ be-_ argue-ed that-that	40 ]										
										[ it-pron over-adv	40 ]										
										[ it-pron start-v	40 ]										
										[ it-pron transpire-ed that-that	40 ]										
										[ just-adv get-v	40 ]										
										[ know-v it-pron be-ed	40 ]										
										[ know-v that-that this-det be-v	40 ]										
										[ law-n that-that	40 ]										
										[ least-adj in-in part-n	40 ]										
										[ letter-n that-that	40 ]										
										[ little-adj be-_ know-ed	40 ]										
										[ make-v a-_ note-n	40 ]										
										[ make-v certain-adj that-that	40 ]										
										[ mean-v that-that they-pron be-v	40 ]										
										[ much-adj be-ed	40 ]										
										[ never-adv get-ed	40 ]										
										[ often-adv the-_ case-n	40 ]										
										[ other-adj that-that	40 ]										
										[ out-adv again-adv	40 ]										
										[ programme-n be-ed	40 ]										
										[ publicly-adv that-that	40 ]										
										[ rate-n be-ed	40 ]										
										[ same-adj be-v	40 ]										
										[ say-v that-that this-det be-v	40 ]										
										[ scedil-n ;-: escu-n	40 ]										
										[ see-v now-adv	40 ]										
										[ signal-n that-that	40 ]										
										[ so-adv i-pron say-ed	40 ]										
										[ start-v off-adv	40 ]										
										[ too-adv ,-, be-v	40 ]										
										[ treatment-n be-v	40 ]										
										[ use-n be-v	40 ]										
										[ wrong-adj that-that	40 ]										
										[ agreement-n be-ed	39 ]										
										[ also-adv claim-v	39 ]										
										[ answer-n that-that	39 ]										
										[ be-v &-_ hellip-n	39 ]										
										[ be-v adequate-adj	39 ]										
										[ be-v an-_ example-n	39 ]										
										[ be-v fortunate-adj	39 ]										
										[ be-v important-adj be-v	39 ]										
										[ be-v not-adv part-n	39 ]										
										[ be-v noteworthy-adj that-that	39 ]										
										[ be-v payable-adj	39 ]										
										[ be-v the-_ basis-n	39 ]										
										[ be-v the-_ cause-n	39 ]										
										[ be-v welcome-adj	39 ]										
										[ be-v worried-adj that-that	39 ]										
										[ business-n that-that	39 ]										
										[ calculate-v that-that	39 ]										
										[ catch-v up-adv	39 ]										
										[ course-n ,-, be-v that-that	39 ]										
										[ department-n of-of health-n	39 ]										
										[ design-n be-v	39 ]										
										[ enough-adv to-to be-v	39 ]										
										[ example-n that-that	39 ]										
										[ get-v something-n	39 ]										
										[ get-v the-_ feeling-n	39 ]										
										[ goal-n be-v	39 ]										
										[ god-n be-ed	39 ]										
										[ growth-n be-v	39 ]										
										[ have-v an-_ effect-n	39 ]										
										[ have-v in-in common-adj	39 ]										
										[ important-adj to-to realise-v	39 ]										
										[ it-pron be-_ realise-ed that-that	39 ]										
										[ it-pron be-v easy-adj to-to see-v	39 ]										
										[ it-pron be-v natural-adj	39 ]										
										[ it-pron be-v noteworthy-adj that-that	39 ]										
										[ it-pron have-_ be-_ find-ed that-that	39 ]										
										[ it-pron have-_ not-_ be-ed	39 ]										
										[ it-pron unlikely-adj	39 ]										
										[ it-pron would-_ cost-v	39 ]										
										[ just-adv do-v	39 ]										
										[ keen-adj that-that	39 ]										
										[ like-v to-to say-v that-that	39 ]										
										[ like-v to-to take-v	39 ]										
										[ now-adv i-pron know-v	39 ]										
										[ office-n be-ed	39 ]										
										[ pay-v off-adv	39 ]										
										[ person-n have-v	39 ]										
										[ power-n that-that	39 ]										
										[ price-n that-that	39 ]										
										[ project-n be-ed	39 ]										
										[ proposal-n be-v	39 ]										
										[ purpose-n be-ed	39 ]										
										[ really-adv have-v	39 ]										
										[ remain-v true-adj	39 ]										
										[ remark-v that-that	39 ]										
										[ seem-v probable-adj that-that	39 ]										
										[ sense-n be-v	39 ]										
										[ sentence-n be-v	39 ]										
										[ ta-n do-v	39 ]										
										[ then-adv go-ed	39 ]										
										[ time-n to-to do-v	39 ]										
										[ usually-adv have-v	39 ]										
										[ want-v to-to keep-v	39 ]										
										[ waste-n of-of time-n	39 ]										
										[ well-adv it-pron be-ed	39 ]										
										[ year-n later-adv	39 ]										
										[ able-adj to-to meet-v	38 ]										
										[ advice-n that-that	38 ]										
										[ always-adv possible-adj	38 ]										
										[ be-v able-adj to-to tell-v	38 ]										
										[ be-v also-adv clear-adj that-that	38 ]										
										[ be-v applicable-adj	38 ]										
										[ be-v certain-adj be-v that-that	38 ]										
										[ be-v entirely-adv	38 ]										
										[ be-v first-adj	38 ]										
										[ be-v ideal-adj	38 ]										
										[ be-v not-adv sufficient-adj	38 ]										
										[ be-v nothing-n more-adj	38 ]										
										[ be-v off-adv	38 ]										
										[ be-v positive-adj	38 ]										
										[ be-v prone-adj	38 ]										
										[ be-v quite-_ possible-adj that-that	38 ]										
										[ be-v so-_ great-adj that-that	38 ]										
										[ be-v superior-adj	38 ]										
										[ break-v up-adv	38 ]										
										[ claim-v to-to be-v	38 ]										
										[ clear-adj that-that there-e be-ed	38 ]										
										[ community-n be-v	38 ]										
										[ company-n say-v that-that	38 ]										
										[ country-n that-that	38 ]										
										[ do-v that-that mean-n	38 ]										
										[ economy-n be-ed	38 ]										
										[ er-n be-ed	38 ]										
										[ everyone-n be-ed	38 ]										
										[ example-n ,-, be-v	38 ]										
										[ face-v up-adv	38 ]										
										[ get-v involve-ed	38 ]										
										[ good-adj to-to be-v	38 ]										
										[ have-v er-n	38 ]										
										[ have-v no-_ reason-n	38 ]										
										[ have-v to-to change-v	38 ]										
										[ hint-n that-that	38 ]										
										[ hold-v on-adv	38 ]										
										[ however-adv ,-, that-that there-e be-v	38 ]										
										[ indeed-adv it-pron be-v	38 ]										
										[ it-pron be-_ recognise-ed that-that	38 ]										
										[ it-pron be-_ tempt-ing	38 ]										
										[ it-pron be-_ write-ed	38 ]										
										[ it-pron be-v also-adv clear-adj that-that	38 ]										
										[ it-pron be-v quite-_ possible-adj that-that	38 ]										
										[ it-pron be-v right-adj	38 ]										
										[ it-pron become-ed obvious-adj	38 ]										
										[ it-pron can-_ not-_ be-v	38 ]										
										[ it-pron could-_ be-_ say-ed that-that	38 ]										
										[ it-pron have-ed to-to be-v	38 ]										
										[ it-pron may-_ be-_ note-ed	38 ]										
										[ it-pron really-adv be-ed	38 ]										
										[ it-pron should-_ be-v clear-adj	38 ]										
										[ it-pron to-to say-v that-that	38 ]										
										[ john-n be-ed	38 ]										
										[ know-v good-adj	38 ]										
										[ learnt-n that-that	38 ]										
										[ longer-adv have-v	38 ]										
										[ mean-v to-to say-v that-that	38 ]										
										[ never-adv that-that	38 ]										
										[ newspaper-n that-that	38 ]										
										[ nothing-n be-v	38 ]										
										[ now-adv it-pron be-ed	38 ]										
										[ often-adv find-v	38 ]										
										[ opinion-n be-ed	38 ]										
										[ out-adv be-ed	38 ]										
										[ out-adv that-that it-pron be-ed	38 ]										
										[ outset-n that-that	38 ]										
										[ part-n be-v	38 ]										
										[ population-n be-ed	38 ]										
										[ prince-n of-of wales-n	38 ]										
										[ provide-v evidence-n	38 ]										
										[ really-adv mean-v	38 ]										
										[ remember-n that-that	38 ]										
										[ right-adj to-to say-v	38 ]										
										[ room-n be-v	38 ]										
										[ say-v that-that there-e be-ed	38 ]										
										[ sense-n of-of humour-n	38 ]										
										[ service-n be-ed	38 ]										
										[ society-n be-ed	38 ]										
										[ soon-adv become-ed clear-adj	38 ]										
										[ study-n show-ed	38 ]										
										[ support-v the-_ view-n that-that	38 ]										
										[ survey-n also-adv	38 ]										
										[ there-adv to-to be-v	38 ]										
										[ therefore-adv it-pron be-v	38 ]										
										[ think-v that-that that-det be-v	38 ]										
										[ think-v that-that this-det be-v	38 ]										
										[ think-v this-det be-v	38 ]										
										[ unfair-adj that-that	38 ]										
										[ union-n be-ed	38 ]										
										[ want-v to-to make-v sure-adj	38 ]										
										[ well-adv that-det '-v right-adj	38 ]										
										[ wife-n be-v	38 ]										
										[ worth-adj point-ing	38 ]										
										[ able-adj to-to afford-v	37 ]										
										[ be-v a-_ difference-n	37 ]										
										[ be-v a-_ fact-n that-that	37 ]										
										[ be-v almost-adv	37 ]										
										[ be-v clean-adj	37 ]										
										[ be-v foolish-adj	37 ]										
										[ be-v fundamental-adj	37 ]										
										[ be-v no-_ accident-n that-that	37 ]										
										[ be-v no-_ wonder-n	37 ]										
										[ be-v not-adv able-adj	37 ]										
										[ be-v not-adv sure-adj that-that	37 ]										
										[ be-v not-adv to-to deny-v	37 ]										
										[ be-v proportional-adj	37 ]										
										[ be-v so-_ good-adj	37 ]										
										[ be-v sort-n	37 ]										
										[ be-v the-_ last-adj	37 ]										
										[ be-v the-_ number-n	37 ]										
										[ be-v the-_ time-n	37 ]										
										[ be-v to-to make-v sure-adj	37 ]										
										[ be-v unnecessary-adj	37 ]										
										[ become-v available-adj	37 ]										
										[ car-n be-v	37 ]										
										[ committee-n be-v	37 ]										
										[ concept-n be-v	37 ]										
										[ consequence-n be-v that-that	37 ]										
										[ curious-adj that-that	37 ]										
										[ difficult-adj to-to find-v	37 ]										
										[ distinction-n be-v	37 ]										
										[ erm-n now-adv	37 ]										
										[ give-v in-adv	37 ]										
										[ glad-adj to-to see-v	37 ]										
										[ government-n also-adv	37 ]										
										[ having-n say-ed that-that	37 ]										
										[ home-n be-ed	37 ]										
										[ however-adv ,-, the-_ fact-n that-that	37 ]										
										[ illustrate-v that-that	37 ]										
										[ impression-n be-ed	37 ]										
										[ it-pron '-v likely-adj	37 ]										
										[ it-pron '-v possible-adj that-that	37 ]										
										[ it-pron be-_ go-ing to-to be-v	37 ]										
										[ it-pron be-_ show-ed that-that	37 ]										
										[ it-pron be-_ submit-ed that-that	37 ]										
										[ it-pron be-v also-adv worth-adj	37 ]										
										[ it-pron be-v certain-adj that-that	37 ]										
										[ it-pron be-v no-_ wonder-n	37 ]										
										[ it-pron ever-adv	37 ]										
										[ it-pron merely-adv	37 ]										
										[ it-pron reflect-v	37 ]										
										[ it-pron should-_ also-_ be-_ note-ed	37 ]										
										[ it-pron soon-adv become-ed clear-adj	37 ]										
										[ it-pron would-_ be-v easy-adj	37 ]										
										[ it-pron would-_ mean-v	37 ]										
										[ know-v what-wh to-to do-v	37 ]										
										[ lose-v sight-n	37 ]										
										[ lot-n more-adj	37 ]										
										[ make-v life-n	37 ]										
										[ matter-n that-that	37 ]										
										[ minister-n agree-v	37 ]										
										[ move-v away-adv	37 ]										
										[ much-adj to-to do-v	37 ]										
										[ out-adv ,-, however-adv	37 ]										
										[ plenty-n of-of time-n	37 ]										
										[ public-n be-v	37 ]										
										[ put-v out-adv	37 ]										
										[ really-adv want-ed	37 ]										
										[ reason-n to-to think-v	37 ]										
										[ reasonable-adj that-that	37 ]										
										[ recovery-n be-v	37 ]										
										[ relationship-n be-ed	37 ]										
										[ scotland-n be-v	37 ]										
										[ see-v that-that it-pron be-v	37 ]										
										[ see-v that-that there-e be-ed	37 ]										
										[ seem-v to-to suggest-v	37 ]										
										[ so-adv be-v that-that	37 ]										
										[ society-n that-that	37 ]										
										[ soon-adv become-ed clear-adj that-that	37 ]										
										[ study-n find-ed that-that	37 ]										
										[ task-n be-ed	37 ]										
										[ team-n be-v	37 ]										
										[ then-adv i-pron think-v	37 ]										
										[ tightly-adv that-that	37 ]										
										[ version-n be-v	37 ]										
										[ way-n of-of get-ing	37 ]										
										[ well-adv be-v	37 ]										
										[ willing-adj to-to pay-v	37 ]										
										[ worth-adj point-ing out-adv	37 ]										
										[ accept-v the-_ fact-n	36 ]										
										[ also-adv argue-v	36 ]										
										[ always-adv think-v	36 ]										
										[ art-n be-v	36 ]										
										[ be-v ,-, of-of course-n ,-, that-that	36 ]										
										[ be-v ,-, there-e be-v	36 ]										
										[ be-v able-adj to-to help-v	36 ]										
										[ be-v also-adv true-adj that-that	36 ]										
										[ be-v clear-adj be-v	36 ]										
										[ be-v clear-adj that-that there-e be-v	36 ]										
										[ be-v contrary-adj	36 ]										
										[ be-v curious-adj	36 ]										
										[ be-v hopeful-adj	36 ]										
										[ be-v innocent-adj	36 ]										
										[ be-v much-_ more-adj	36 ]										
										[ be-v no-_ indication-n	36 ]										
										[ be-v no-_ wonder-n that-that	36 ]										
										[ be-v now-adv clear-adj	36 ]										
										[ be-v reasonable-adj to-to assume-v	36 ]										
										[ be-v sure-adv	36 ]										
										[ be-v the-_ reason-n	36 ]										
										[ be-v unhappy-adj	36 ]										
										[ be-v very-_ careful-adj	36 ]										
										[ buy-v that-that	36 ]										
										[ care-n that-that	36 ]										
										[ communication-n be-v	36 ]										
										[ democracy-n be-v	36 ]										
										[ department-n be-v	36 ]										
										[ earth-n be-ed	36 ]										
										[ employment-n be-v	36 ]										
										[ everybody-n else-adv	36 ]										
										[ fear-n be-ed	36 ]										
										[ first-adv that-that	36 ]										
										[ force-n be-v	36 ]										
										[ go-v straight-adv	36 ]										
										[ have-v anything-n to-to do-v	36 ]										
										[ however-adv ,-, there-e be-ed	36 ]										
										[ improve-v the-_ quality-n	36 ]										
										[ interested-adj to-to know-v	36 ]										
										[ irony-n be-v that-that	36 ]										
										[ it-pron '-v er-n	36 ]										
										[ it-pron '-v funny-adj	36 ]										
										[ it-pron add-v	36 ]										
										[ it-pron almost-adv	36 ]										
										[ it-pron also-adv have-v	36 ]										
										[ it-pron be-_ base-ed	36 ]										
										[ it-pron be-_ design-ed	36 ]										
										[ it-pron be-_ make-ed clear-adj	36 ]										
										[ it-pron be-_ rumour-ed that-that	36 ]										
										[ it-pron be-ed not-_ surprising-adj	36 ]										
										[ it-pron be-ed not-_ surprising-adj that-that	36 ]										
										[ it-pron be-ed really-adv	36 ]										
										[ it-pron be-ed well-adv	36 ]										
										[ it-pron be-v also-adv true-adj that-that	36 ]										
										[ it-pron be-v no-_ accident-n	36 ]										
										[ it-pron be-v no-_ wonder-n that-that	36 ]										
										[ it-pron be-v quite-_ clear-adj that-that	36 ]										
										[ it-pron be-v wrong-adj	36 ]										
										[ it-pron continue-v	36 ]										
										[ it-pron do-_ mean-v that-that	36 ]										
										[ it-pron find-ed that-that	36 ]										
										[ it-pron know-v	36 ]										
										[ it-pron may-_ be-_ argue-ed that-that	36 ]										
										[ it-pron run-v	36 ]										
										[ it-pron seem-v probable-adj	36 ]										
										[ it-pron should-_ be-v possible-adj	36 ]										
										[ it-pron soon-adv become-ed clear-adj that-that	36 ]										
										[ it-pron suddenly-adv	36 ]										
										[ it-pron unlikely-adj that-that	36 ]										
										[ just-adv say-v that-that	36 ]										
										[ keep-v an-_ eye-n	36 ]										
										[ legislation-n be-v	36 ]										
										[ live-v up-adv	36 ]										
										[ make-v the-_ most-adj	36 ]										
										[ maybe-adv that-det be-ed	36 ]										
										[ money-n that-that	36 ]										
										[ mother-n say-ed	36 ]										
										[ office-n be-v	36 ]										
										[ only-adv be-v	36 ]										
										[ out-adv that-that there-e be-ed	36 ]										
										[ part-n of-of the-_ reason-n	36 ]										
										[ person-n be-ed	36 ]										
										[ play-v a-_ part-n	36 ]										
										[ point-n be-ed that-that	36 ]										
										[ role-n be-ed	36 ]										
										[ say-v that-that they-pron be-v	36 ]										
										[ school-n that-that	36 ]										
										[ section-n be-v	36 ]										
										[ seem-v strange-adj	36 ]										
										[ seem-v that-that there-e be-v	36 ]										
										[ so-adv happen-ed	36 ]										
										[ so-adv happen-v	36 ]										
										[ state-n of-of mind-n	36 ]										
										[ still-adv feel-v	36 ]										
										[ still-adv need-v	36 ]										
										[ sure-adj that-that it-pron be-v	36 ]										
										[ swear-v that-that	36 ]										
										[ then-adv have-v	36 ]										
										[ together-adv that-that	36 ]										
										[ try-v to-to do-v	36 ]										
										[ up-adv here-adv	36 ]										
										[ way-n of-of say-ing	36 ]										
										[ yes-n ,-, that-wh be-ed	36 ]										
										[ accept-v the-_ fact-n that-that	35 ]										
										[ again-adv ,-, that-that	35 ]										
										[ agree-v that-that there-e be-v	35 ]										
										[ also-adv claim-v that-that	35 ]										
										[ also-adv ensure-v	35 ]										
										[ always-adv make-v	35 ]										
										[ answer-n to-to that-_ question-n	35 ]										
										[ balance-n of-of power-n	35 ]										
										[ be-v a-_ form-n	35 ]										
										[ be-v a-_ possibility-n that-that	35 ]										
										[ be-v a-_ risk-n	35 ]										
										[ be-v as-adv good-adj	35 ]										
										[ be-v by-by no-det mean-v	35 ]										
										[ be-v content-adj	35 ]										
										[ be-v convinced-adj that-that	35 ]										
										[ be-v good-adj off-adv	35 ]										
										[ be-v hard-adj to-to believe-v	35 ]										
										[ be-v no-_ surprise-n	35 ]										
										[ be-v not-adv clear-adj that-that	35 ]										
										[ be-v noticeable-adj	35 ]										
										[ be-v old-adj	35 ]										
										[ be-v particularly-adv	35 ]										
										[ be-v primarily-adv	35 ]										
										[ be-v satisfied-adj	35 ]										
										[ be-v surprising-adj that-that	35 ]										
										[ be-v thankful-adj	35 ]										
										[ be-v that-det be-v	35 ]										
										[ be-v usual-adj	35 ]										
										[ careful-adj that-that	35 ]										
										[ categorically-adv that-that	35 ]										
										[ come-v off-adv	35 ]										
										[ cost-n be-v	35 ]										
										[ demand-n that-that	35 ]										
										[ do-v that-_ sort-n	35 ]										
										[ experience-n be-ed	35 ]										
										[ far-adv as-clause to-to say-v	35 ]										
										[ feel-v confident-adj	35 ]										
										[ find-v something-n	35 ]										
										[ find-v that-that there-e be-v	35 ]										
										[ have-v a-_ problem-n	35 ]										
										[ have-v no-_ effect-n	35 ]										
										[ have-v no-_ idea-n	35 ]										
										[ have-v power-n	35 ]										
										[ have-v to-to ensure-v	35 ]										
										[ have-v to-to see-v	35 ]										
										[ health-n be-v	35 ]										
										[ hold-v out-adv	35 ]										
										[ impact-n that-that	35 ]										
										[ issue-n be-ed	35 ]										
										[ it-pron be-_ call-ed	35 ]										
										[ it-pron be-_ establish-ed	35 ]										
										[ it-pron be-v a-_ fact-n that-that	35 ]										
										[ it-pron be-v desirable-adj	35 ]										
										[ it-pron be-v not-adv clear-adj that-that	35 ]										
										[ it-pron be-v not-adv true-adj	35 ]										
										[ it-pron be-v useful-adj	35 ]										
										[ it-pron be-v very-_ difficult-adj	35 ]										
										[ it-pron can-_ be-_ say-ed that-that	35 ]										
										[ it-pron dawn-ed	35 ]										
										[ it-pron first-adv	35 ]										
										[ it-pron have-_ have-ed	35 ]										
										[ it-pron indicate-v	35 ]										
										[ it-pron later-adv	35 ]										
										[ it-pron leave-ed	35 ]										
										[ it-pron leave-v	35 ]										
										[ it-pron seem-v probable-adj that-that	35 ]										
										[ it-pron should-_ also-_ be-_ note-ed that-that	35 ]										
										[ it-pron work-ed	35 ]										
										[ it-pron would-_ be-v impossible-adj	35 ]										
										[ just-adv be-ed	35 ]										
										[ just-adv get-ed	35 ]										
										[ leader-n of-of the-_ opposition-n	35 ]										
										[ lie-v ahead-adv	35 ]										
										[ line-n that-that	35 ]										
										[ love-n be-v	35 ]										
										[ meant-n that-that	35 ]										
										[ mother-n be-v	35 ]										
										[ necessary-adj to-to ensure-v	35 ]										
										[ never-adv forget-v	35 ]										
										[ paper-n be-ed	35 ]										
										[ point-n here-adv	35 ]										
										[ princess-n of-of wales-n	35 ]										
										[ probably-adv true-adj	35 ]										
										[ rule-n be-v that-that	35 ]										
										[ second-adj that-that	35 ]										
										[ sir-n ,-, that-that	35 ]										
										[ site-n be-v	35 ]										
										[ something-n more-adj	35 ]										
										[ son-n be-ed	35 ]										
										[ stage-n be-v	35 ]										
										[ stay-v here-adv	35 ]										
										[ study-n suggest-v that-that	35 ]										
										[ theory-n be-ed	35 ]										
										[ there-adv ,-, be-v	35 ]										
										[ think-v ,-, i-pron think-v	35 ]										
										[ try-v to-to find-v	35 ]										
										[ understanding-n be-v	35 ]										
										[ union-n be-v	35 ]										
										[ view-n that-that there-e be-v	35 ]										
										[ want-v to-to leave-v	35 ]										
										[ want-v you-pron to-to know-v	35 ]										
										[ water-n be-ed	35 ]										
										[ well-adv ,-, that-that	35 ]										
										[ well-adv i-pron know-v	35 ]										
